# doc pdhd/12 -- ANSWER KEY for the pdvd STM + Michel scan.
# Committed on purpose: it is the record of the sample at arm d15vnu /
# HEAD c0b1613b, and a scan whose key lives only beside a work/ arm stops
# being scorable the day that arm is retired.
# THE BLIND ON THIS FILE IS AN HONOUR RULE, NOT A STRUCTURAL ONE, and doc
# pdhd/12 sec 6 says so.  What IS structural is the display: the viewer
# never opens this file, and the chain's answer reaches no data source
# unless REVEAL is on -- proved by poisoning it.  Do not open this while
# scanning, and that goes for an assistant reading it on your behalf.
scan_id	tranche	stratum	event	cluster	npts	muon_len_cm	is_stm	michel_found	michel_conn_type	michel_len	michel_ke_best	michel_kink_deg	n_dots	in_fv	reject_bits	reject_names	n_near	n_far
512	2	S4	039349_72	54	153	90.72	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	643	7389
514	2	S4	039349_73	25	204	121.61	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	877	7689
515	2	S4	039349_73	55	244	145.64	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1667	7576
516	2	S2	039349_73	60	45	26.35	1	0	0	0.0	0.0	-1.0	0	1	0	STM	132	7795
517	2	S1	039349_73	62	194	115.89	1	1	1	12.26	25.32	55.7	0	1	0	STM	823	7696
518	2	S4	039349_73	72	194	115.57	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	715	7712
519	2	S4	039349_74	28	369	242.41	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	1103	7104
520	2	S4	039349_74	47	272	162.92	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1440	7047
521	2	S4	039349_75	26	387	247.05	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1775	7360
522	2	S4	039349_75	69	553	331.26	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3327	7940
523	2	S4	039349_75	72	259	163.04	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	607	7466
525	2	S4	039349_76	23	482	285.95	0	0	0	0.0	0.0	-1.0	0	1	140	no_bragg|shape_flat|vertex_hadron	3039	7242
526	2	S4	039349_76	25	293	173.32	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	887	7550
527	2	S4	039349_76	27	326	194.73	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1340	7485
528	2	S2	039349_76	75	291	181.26	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1115	7517
529	2	S4	039349_77	20	284	170.07	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1549	7692
530	2	S4	039349_77	26	457	301.43	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	1197	7727
531	2	S4	039349_77	48	99	58.9	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	349	7812
532	2	S3	039349_77	52	70	41.13	0	1	1	4.2	7.7	43.0	0	1	1024	plateau_off_mip	2144	7632
533	2	S3	039349_77	63	259	154.54	0	1	1	11.61	16.76	70.1	0	1	8	shape_flat	1340	7713
534	2	S4	039349_78	22	277	163.51	0	0	0	0.0	0.0	-1.0	0	0	104	shape_flat|continuation|stop_near_boundary	1633	7147
535	2	S4	039349_79	26	260	152.63	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2102	7494
536	2	S4	039349_79	29	320	191.53	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2516	7453
539	2	S4	039349_8	52	547	326.21	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2544	6888
540	2	S2	039349_8	53	344	205.69	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1170	7163
541	2	S1	039349_8	54	177	105.56	1	1	1	2.9	13.56	78.2	0	1	0	STM	771	7243
542	2	S4	039349_80	27	59	34.9	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	168	7009
543	2	S4	039349_80	48	93	54.43	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	86	7022
544	2	S4	039349_80	56	588	353.13	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2982	7848
545	2	S4	039349_80	70	485	299.57	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1889	6722
546	2	S4	039349_81	14	298	187.6	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1074	7180
547	2	S4	039349_81	21	496	299.63	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1704	7101
548	2	S4	039349_81	25	141	84.31	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	536	7247
549	2	S3	039349_81	41	64	37.65	0	1	1	1.2	4.31	28.4	0	1	8	shape_flat	720	7224
550	2	S4	039349_81	44	246	153.94	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	938	7197
552	2	S3	039349_81	51	119	71.6	0	1	1	0.5	12.5	17.1	2	1	12	no_bragg|shape_flat	634	7235
553	2	S4	039349_81	54	150	84.91	0	0	0	0.0	0.0	-1.0	0	0	1098	stop_unmatched|shape_flat|stop_near_boundary|plateau_off_mip	3771	7820
554	2	S4	039349_82	25	167	99.55	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	631	7803
555	2	S2	039349_82	41	359	212.74	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1303	7691
558	2	S4	039349_82	54	20	11.25	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	169	7880
559	2	S4	039349_82	60	736	451.48	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3066	7397
560	2	S3	039349_83	23	355	210.69	0	1	1	0.83	1.34	47.0	0	1	12	no_bragg|shape_flat	2620	7218
561	2	S4	039349_83	49	131	77.01	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	563	7446
562	2	S3	039349_83	53	227	172.9	0	1	2	0.37	0.78	-1.0	1	0	584	shape_flat|stop_near_boundary|profile_sparse	1102	7386
564	2	S4	039349_83	68	115	67.24	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	530	7450
565	2	S4	039349_9	19	67	39.74	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	390	7430
566	2	S2	039349_9	20	318	191.32	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1521	7268
567	2	S1	039349_9	47	386	231.0	1	1	1	1.97	16.97	43.2	2	1	0	STM	1642	7251
568	2	S1	039349_9	55	219	130.7	1	1	1	2.17	30.05	29.6	3	1	0	STM	984	7345
